anio,fecha_visita,mes,codigo_dane,municipio,area_operativa,especie,categoria_visitas,seguimiento_3_visitas,estado_animal,numero_visita,dentro_10_dias,visitas
2026,2026-04-19,4,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,CUMPLE,OBSERVADO SANO,1,SI,1
2026,2026-04-19,4,76246,EL CAIRO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,1
2026,2026-04-20,4,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,CUMPLE,NO OBSERVADO,2,SI,1
2026,2026-04-20,4,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,CUMPLE,OBSERVADO SANO,2,SI,1
2026,2026-04-20,4,76233,DAGUA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,CON SIGNOS REPORTADOS,1,NO,1
2026,2026-04-20,4,76233,DAGUA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,2
2026,2026-04-20,4,76233,DAGUA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,3
2026,2026-04-20,4,76233,DAGUA,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,1
2026,2026-04-20,4,76248,EL CERRITO,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,3
2026,2026-04-20,4,76248,EL CERRITO,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,2
2026,2026-04-20,4,76248,EL CERRITO,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1,SI,1
2026,2026-04-20,4,76248,EL CERRITO,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,2,NO,1
2026,2026-04-20,4,76248,EL CERRITO,ARO SUR CALI,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,2,SI,1
2026,2026-04-20,4,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,4
2026,2026-04-20,4,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,3
2026,2026-04-20,4,76275,FLORIDA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,PERDIDO O DESAPARECIDO,2,SI,5
2026,2026-04-20,4,76275,FLORIDA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,2,SI,1
2026,2026-04-20,4,76275,FLORIDA,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,1
2026,2026-04-20,4,76318,GUACARI,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,MUERTO,1,SI,1
2026,2026-04-20,4,76400,LA UNION,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1,NO,1
2026,2026-04-20,4,76400,LA UNION,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1,SI,1
2026,2026-04-20,4,76497,OBANDO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,1
2026,2026-04-20,4,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,1,NO,1
2026,2026-04-20,4,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,3 O MÁS VISITAS,CUMPLE,SIN CLASIFICAR,1,SI,1
2026,2026-04-20,4,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1,SI,1
2026,2026-04-20,4,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVADO,1,NO,3
2026,2026-04-20,4,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,OBSERVADO SANO,1,SI,1
2026,2026-04-20,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,2,NO,1
2026,2026-04-20,4,76736,SEVILLA,ARO CENTRO TULUA,FELINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,2,NO,1
2026,2026-04-20,4,76823,TORO,ARO NORTE CARTAGO,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,2,NO,1
2026,2026-04-20,4,76823,TORO,ARO NORTE CARTAGO,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,2,SI,1
2026,2026-04-20,4,76863,VERSALLES,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1,NO,2
2026,2026-04-20,4,76863,VERSALLES,ARO NORTE CARTAGO,FELINO,1 VISITA,1 VISITA,NO OBSERVADO,1,NO,1
2026,2026-04-20,4,76890,YOTOCO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,1
2026,2026-04-21,4,76020,ALCALA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1,SI,1
2026,2026-04-21,4,76020,ALCALA,ARO NORTE CARTAGO,FELINO,1 VISITA,1 VISITA,NO OBSERVABLE,1,SI,1
2026,2026-04-21,4,76041,ANSERMANUEVO,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,2,NO,1
2026,2026-04-21,4,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVADO,1,SI,1
2026,2026-04-21,4,76113,BUGALAGRANDE,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,2,SI,1
2026,2026-04-21,4,76403,LA VICTORIA,ARO NORTE CARTAGO,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,2,NO,1
2026,2026-04-21,4,76403,LA VICTORIA,ARO NORTE CARTAGO,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,2,SI,2
2026,2026-04-21,4,76403,LA VICTORIA,ARO NORTE CARTAGO,SIN DATO,2 VISITAS,2 VISITAS,OBSERVADO SANO,2,SI,1
2026,2026-04-21,4,76606,RESTREPO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,1
2026,2026-04-21,4,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,1
2026,2026-04-21,4,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,2,NO,1
2026,2026-04-21,4,76895,ZARZAL,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,1
2026,2026-04-21,4,76895,ZARZAL,ARO CENTRO TULUA,FELINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,2,SI,1
2026,2026-04-22,4,76250,EL DOVIO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,OBSERVADO SANO,1,NO,1
2026,2026-04-22,4,76250,EL DOVIO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,1
2026,2026-04-22,4,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,2,NO,1
2026,2026-04-22,4,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,3 O MÁS VISITAS,CUMPLE,SIN CLASIFICAR,2,SI,1
2026,2026-04-22,4,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,2,NO,1
2026,2026-04-23,4,76041,ANSERMANUEVO,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,3,NO,1
2026,2026-04-23,4,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,CUMPLE,NO OBSERVADO,3,SI,1
2026,2026-04-23,4,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,CUMPLE,OBSERVADO SANO,3,SI,1
2026,2026-04-23,4,76100,BOLIVAR,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,1
2026,2026-04-23,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,CALLEJERO,1,SI,1
2026,2026-04-23,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,1
2026,2026-04-23,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,NO OBSERVABLE,1,SI,1
2026,2026-04-23,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1,SI,2
2026,2026-04-23,4,76122,CAICEDONIA,ARO CENTRO TULUA,FELINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1,SI,1
2026,2026-04-23,4,76126,CALIMA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,3
2026,2026-04-23,4,76126,CALIMA,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,1
2026,2026-04-23,4,76670,SAN PEDRO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,1
2026,2026-04-23,4,76823,TORO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1,SI,1
2026,2026-04-23,4,76823,TORO,ARO NORTE CARTAGO,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1,SI,1
2026,2026-04-24,4,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,2
2026,2026-04-24,4,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,2
2026,2026-04-24,4,76275,FLORIDA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1,SI,1
2026,2026-04-24,4,76275,FLORIDA,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,1
2026,2026-04-24,4,76318,GUACARI,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,OBSERVADO SANO,1,SI,1
2026,2026-04-24,4,76318,GUACARI,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,1
2026,2026-04-24,4,76318,GUACARI,ARO SUR CALI,FELINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,2,NO,1
2026,2026-04-24,4,76403,LA VICTORIA,ARO NORTE CARTAGO,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1,SI,2
2026,2026-04-24,4,76403,LA VICTORIA,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,OBSERVADO SANO,2,SI,1
2026,2026-04-24,4,76403,LA VICTORIA,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,OBSERVADO SANO,3,SI,1
2026,2026-04-24,4,76606,RESTREPO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,1
2026,2026-04-24,4,76606,RESTREPO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,1
2026,2026-04-24,4,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,3,NO,1
2026,2026-04-24,4,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,3 O MÁS VISITAS,CUMPLE,SIN CLASIFICAR,3,SI,1
2026,2026-04-24,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,CALLEJERO,1,NO,2
2026,2026-04-24,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,1
2026,2026-04-24,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1,NO,1
2026,2026-04-24,4,76736,SEVILLA,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,CALLEJERO,1,NO,1
2026,2026-04-24,4,76736,SEVILLA,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,NO OBSERVABLE,1,SI,1
2026,2026-04-24,4,76845,ULLOA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1,SI,1
2026,2026-04-24,4,76890,YOTOCO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,1
2026,2026-04-25,4,76606,RESTREPO,ARO CENTRO TULUA,CANINO,3 O MÁS VISITAS,CUMPLE,CON SIGNOS REPORTADOS,1,SI,1
2026,2026-04-25,4,76895,ZARZAL,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,1
2026,2026-04-27,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,NO OBSERVABLE,2,NO,1
2026,2026-04-27,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,2,NO,1
2026,2026-04-27,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,2,SI,1
2026,2026-04-27,4,76122,CAICEDONIA,ARO CENTRO TULUA,FELINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,2,SI,1
2026,2026-04-27,4,76233,DAGUA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,3
2026,2026-04-27,4,76233,DAGUA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,2
2026,2026-04-27,4,76233,DAGUA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,PERDIDO O DESAPARECIDO,1,NO,2
2026,2026-04-27,4,76233,DAGUA,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,1
2026,2026-04-27,4,76318,GUACARI,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,OBSERVADO SANO,1,SI,1
2026,2026-04-27,4,76318,GUACARI,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,1
2026,2026-04-27,4,76563,PRADERA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,3
2026,2026-04-27,4,76563,PRADERA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,1
2026,2026-04-27,4,76563,PRADERA,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,1
2026,2026-04-27,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,2,NO,1
2026,2026-04-27,4,76823,TORO,ARO NORTE CARTAGO,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,2,SI,1
2026,2026-04-27,4,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1,NO,1
2026,2026-04-28,4,76041,ANSERMANUEVO,ARO NORTE CARTAGO,FELINO,2 VISITAS,2 VISITAS,NO OBSERVADO,1,SI,1
2026,2026-04-28,4,76113,BUGALAGRANDE,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,3
2026,2026-04-28,4,76563,PRADERA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,CON SIGNOS REPORTADOS,1,NO,1
2026,2026-04-28,4,76563,PRADERA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,4
2026,2026-04-28,4,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,1
2026,2026-04-28,4,76869,VIJES,ARO SUR CALI,FELINO,2 VISITAS,2 VISITAS,CALLEJERO,1,SI,1
2026,2026-04-28,4,76895,ZARZAL,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,2
2026,2026-04-29,4,76041,ANSERMANUEVO,ARO NORTE CARTAGO,CANINO,2 VISITAS,2 VISITAS,NO OBSERVADO,1,SI,1
2026,2026-04-29,4,76041,ANSERMANUEVO,ARO NORTE CARTAGO,FELINO,1 VISITA,1 VISITA,NO OBSERVADO,1,SI,1
2026,2026-04-29,4,76041,ANSERMANUEVO,ARO NORTE CARTAGO,FELINO,2 VISITAS,2 VISITAS,NO OBSERVADO,2,SI,1
2026,2026-04-29,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,CALLEJERO,1,SI,1
2026,2026-04-29,4,76122,CAICEDONIA,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,CALLEJERO,1,SI,1
2026,2026-04-29,4,76122,CAICEDONIA,ARO CENTRO TULUA,FELINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1,SI,1
2026,2026-04-29,4,76248,EL CERRITO,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,2
2026,2026-04-29,4,76248,EL CERRITO,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,1
2026,2026-04-29,4,76248,EL CERRITO,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1,SI,2
2026,2026-04-29,4,76248,EL CERRITO,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,2,NO,1
2026,2026-04-29,4,76248,EL CERRITO,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,2,SI,2
2026,2026-04-29,4,76248,EL CERRITO,ARO SUR CALI,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,3,NO,1
2026,2026-04-29,4,76248,EL CERRITO,ARO SUR CALI,FELINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1,SI,1
2026,2026-04-29,4,76403,LA VICTORIA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,1
2026,2026-04-29,4,76403,LA VICTORIA,ARO NORTE CARTAGO,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,2,NO,2
2026,2026-04-29,4,76563,PRADERA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,4
2026,2026-04-29,4,76563,PRADERA,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,3
2026,2026-04-29,4,76606,RESTREPO,ARO CENTRO TULUA,CANINO,3 O MÁS VISITAS,CUMPLE,CON SIGNOS REPORTADOS,2,SI,1
2026,2026-04-30,4,76122,CAICEDONIA,ARO CENTRO TULUA,FELINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,2,SI,1
2026,2026-04-30,4,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,4
2026,2026-04-30,4,76275,FLORIDA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,PERDIDO O DESAPARECIDO,1,NO,2
2026,2026-04-30,4,76275,FLORIDA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,2,SI,1
2026,2026-04-30,4,76563,PRADERA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,3
2026,2026-04-30,4,76563,PRADERA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,3
2026,2026-04-30,4,76563,PRADERA,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,1
2026,2026-04-30,4,76606,RESTREPO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,1
2026,2026-04-30,4,76845,ULLOA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVADO,1,SI,1
2026,2026-04-30,4,76890,YOTOCO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,1
2026,2026-04-30,4,76890,YOTOCO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,1
2026,2026-04-30,4,76890,YOTOCO,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,1
2026,2026-05-04,5,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,CON SIGNOS REPORTADOS,1,SI,1
2026,2026-05-04,5,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,3
2026,2026-05-04,5,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,1
2026,2026-05-04,5,76275,FLORIDA,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,OBSERVADO SANO,1,SI,1
2026,2026-05-04,5,76306,GINEBRA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,1
2026,2026-05-04,5,76306,GINEBRA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,3
2026,2026-05-04,5,76306,GINEBRA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,1
2026,2026-05-04,5,76306,GINEBRA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,CON SIGNOS REPORTADOS,1,NO,1
2026,2026-05-04,5,76306,GINEBRA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,CON SIGNOS REPORTADOS,1,SI,2
2026,2026-05-04,5,76400,LA UNION,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,1
2026,2026-05-04,5,76497,OBANDO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1,SI,1
2026,2026-05-04,5,76497,OBANDO,ARO NORTE CARTAGO,OTRO,1 VISITA,1 VISITA,NO OBSERVADO,1,SI,1
2026,2026-05-04,5,76606,RESTREPO,ARO CENTRO TULUA,CANINO,3 O MÁS VISITAS,CUMPLE,CON SIGNOS REPORTADOS,3,SI,1
2026,2026-05-04,5,76869,VIJES,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,CON SIGNOS REPORTADOS,1,NO,1
2026,2026-05-04,5,76895,ZARZAL,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,CALLEJERO,1,SI,1
2026,2026-05-04,5,76895,ZARZAL,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1,SI,2
2026,2026-05-04,5,76895,ZARZAL,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,CON SIGNOS REPORTADOS,1,SI,1
2026,2026-05-05,5,76020,ALCALA,ARO NORTE CARTAGO,FELINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,1
2026,2026-05-05,5,76113,BUGALAGRANDE,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,CALLEJERO,1,SI,2
2026,2026-05-05,5,76113,BUGALAGRANDE,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,1
2026,2026-05-05,5,76377,LA CUMBRE,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,2
2026,2026-05-05,5,76377,LA CUMBRE,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,1
2026,2026-05-05,5,76400,LA UNION,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,1
2026,2026-05-05,5,76400,LA UNION,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,CUMPLE,NO OBSERVABLE,1,SI,1
2026,2026-05-05,5,76400,LA UNION,ARO NORTE CARTAGO,FELINO,3 O MÁS VISITAS,CUMPLE,OBSERVADO SANO,1,SI,1
2026,2026-05-05,5,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,MUERTO,1,NO,1
2026,2026-05-05,5,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1,NO,2
2026,2026-05-05,5,76622,ROLDANILLO,ARO NORTE CARTAGO,FELINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,NO,1
2026,2026-05-06,5,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,CALLEJERO,1,SI,2
2026,2026-05-06,5,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,OBSERVADO SANO,1,SI,1
2026,2026-05-06,5,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1,SI,1
2026,2026-05-06,5,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,NO OBSERVABLE,1,SI,2
2026,2026-05-06,5,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1,SI,2
2026,2026-05-06,5,76122,CAICEDONIA,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,CALLEJERO,1,SI,1
2026,2026-05-06,5,76318,GUACARI,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,OBSERVADO SANO,1,NO,1
2026,2026-05-06,5,76318,GUACARI,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,1
2026,2026-05-06,5,76400,LA UNION,ARO NORTE CARTAGO,FELINO,3 O MÁS VISITAS,CUMPLE,OBSERVADO SANO,2,SI,1
2026,2026-05-06,5,76869,VIJES,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,NO,1
2026,2026-05-06,5,76869,VIJES,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1,SI,1
2026,2026-05-06,5,76869,VIJES,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,CON SIGNOS REPORTADOS,2,NO,1
2026,2026-05-06,5,76869,VIJES,ARO SUR CALI,FELINO,2 VISITAS,2 VISITAS,CALLEJERO,2,NO,1
